Sentence,Predicted_Tags
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
10 oct 2022,"['O', 'ENDPAD', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"dear. mr ricky, warm greetings from hotel ciputra semarang, we are very","['ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
grateful for the time you have given to review your experience with hotel,"['I-NIGHTS', 'I-NIGHTS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ciputra semarang. we look forward to welcoming you back in the hospitality of,"['ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'I-RONAME', 'I-RONAME']"
"the city of semarang with hotel ciputra semarang. kind regards, management and","['I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'ENDPAD', 'I-NIGHTS', 'ENDPAD', 'I-OCC', 'I-OCC']"
![translated by google,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
himawan,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
_this is a private profile_,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
8.5,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
05 sep 2022,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/24621451_accommodation_1662366215650_d7a89dd209224864?_src=imagekit&ver=1&tr=h-100,q-40,ver-1,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
#### like this review?,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
19 sep 2022,"['O', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"dear. mr himawan, warm greetings from hotel ciputra semarang, thank you for","['ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
submitting a positive review about hotel ciputra semarang. your review and,"['B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'I-RONAME', 'I-RONAME', 'ENDPAD', 'ENDPAD']"
appreciation means a lot to us. we look forward to your next visit with a more,"['O', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'I-RONAME']"
"pleasant experience. kind regards, management and team","['O', 'ENDPAD', 'I-CURR', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
![translated by google,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
ma,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
9.7,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
nice and clean bedroom. good spread of food for breakfast. friendly and,"['O', 'O', 'O', 'ENDPAD', 'I-OCC', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
helpful staff. location is convenient and adjoining to shopping mall. its,"['O', 'B-STAR', 'I-CURR', 'I-CURR', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
awesome.,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
#### 2 liked this review,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"dear mr. muhamad, thank you for taking time to left a positive review about","['ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'I-RONAME', 'I-RONAME']"
hotel ciputra semarang. it means a lot for us. we would delighted to welcoming,"['ENDPAD', 'I-CURR', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"you back in the near future. warm regards, management and team","['O', 'O', 'O', 'O', 'O', 'ENDPAD', 'I-NIGHTS', 'ENDPAD', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD']"
ms,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
mahmud s. d. s.,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
9.7,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"nice clean comfortable and easy access go to every where convenient, love the","['I-RNAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
#### 2 liked this review,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"dear mr. mahmud, warmest greeting from hotel ciputra semarang. thank you for","['O', 'ENDPAD', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
taking the time to post a review about us. on behalf of the entire hotel,"['O', 'O', 'O', 'O', 'I-OCC', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'I-OCC']"
"ciputra semarang team, we look forward to welcoming you back in the nearest","['O', 'B-STAR', 'I-CURR', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'ENDPAD']"
"future. best regards, management and team","['B-STAR', 'I-CURR', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
as,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
6.6,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
20 jul 2022,"['O', 'ENDPAD', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
get smoking floor because i check in night at 8/9 pm but i have kids with me.,"['B-RNAME', 'O', 'O', 'I-HOTNAME', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'I-OCC', 'ENDPAD']"
parking area too crowded. the room seem old. the staff great and helpful.,"['O', 'B-STAR', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
position ok connected to mall.,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
#### 2 liked this review,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
22 jul 2022,"['O', 'ENDPAD', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"dear ms aitin, we do apologize for the inconvenience experienced during your","['O', 'ENDPAD', 'ENDPAD', 'I-CURR', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
recent stay at hotel ciputra semarang. it was most disheartening to learn that,"['I-HOTNAME', 'I-HOTNAME', 'I-HOTNAME', 'O', 'ENDPAD', 'I-NIGHTS', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
our services in the future. we hope we can welcome you back to hotel ciputra,"['I-NIGHTS', 'B-STAR', 'I-NIGHTS', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME']"
"semarang. warm regards, management and team","['B-STAR', 'I-CURR', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
j,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
jimmy,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
9.7,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
13 jul 2022,"['O', 'ENDPAD', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/214528009_accommodation_1657672972465_65291919d1475306?_src=imagekit&tr=h-100,q-40,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
#### 1 liked this review,"['B-STAR', 'I-CURR', 'I-CURR', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
22 jul 2022,"['O', 'ENDPAD', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"dear mr. jimmy, thank you for taking time to share your moment at hotel","['B-STAR', 'I-CURR', 'I-CURR', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC']"
ciputra semarang. we would be happy to welcoming you back in the nearest,"['B-STAR', 'I-CURR', 'I-CURR', 'I-RNAME', 'I-OCC', 'I-OCC', 'I-RONAME', 'I-RONAME', 'I-RONAME', 'I-RONAME', 'I-RONAME', 'ENDPAD']"
"future. warm regards, management and team","['B-STAR', 'I-CURR', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
profile/ovhgun8b+c-foh2mnveb-5+b6dqlq98pjkxvxq6c5wm=/tvlk/usr-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
profile/guys1l+yyer9kzi3sp-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/usracid-user-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
asset-000065c634c083d5/user/asset/89330716/profile_picture/1573735944476-342x342-fit_and_trim-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
dhi a.,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
5.2,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
transit,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
super old hotel and smelly. not recommended.,"['O', 'B-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
#### 2 liked this review,"['B-STAR', 'I-CURR', 'I-CURR', 'I-CURR', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"dear ms. fintiawati, warmest greeting from hotel ciputra semarang, we do","['O', 'B-OCC', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
apologize for the inconvenient experience during your recent stay at hotel,"['B-OCC', 'B-FPR', 'B-FPR', 'B-FPR', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD']"
ciputra semarang. we've been deliver your review to be follow up and improve,"['ENDPAD', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
the service to all of our guest. we are waiting for to welcoming you back in,"['O', 'O', 'ENDPAD', 'I-OCC', 'I-OCC', 'ENDPAD', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'ENDPAD']"
"the near future. warm regards, management and team","['O', 'O', 'ENDPAD', 'I-OCC', 'ENDPAD', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
liza,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/78348608_accommodation_1655539519263_b02b20097ded1b8b?_src=imagekit&ver=1&tr=h-100,q-40,ver-1,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/78348608_accommodation_1655539519264_5fb1c353137954f9?_src=imagekit&ver=1&tr=h-100,q-40,ver-1,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/78348608_accommodation_1655539519264_3e3cf9cb0e3a1572?_src=imagekit&ver=1&tr=h-100,q-40,ver-1,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/78348608_accommodation_1655539519265_bbcf1fa106a8e95f?_src=imagekit&tr=h-100,q-40,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/78348608_accommodation_1655539519265_7c58885bb6b21f14?_src=imagekit&ver=1&tr=h-100,q-40,ver-1,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
pb0cg1j2bhflzgfuzooif1yobam37keuokr41ieuzm7zj/ugc-photo-ap-,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"southeast-1-581603780057-acd24e232f75f09e/accommodation/78348608_accommodation_1655539519266_96ef3d09b55ce823?_src=imagekit&ver=1&tr=h-100,q-40,ver-1,w-100)","['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
#### 1 liked this review,"['B-STAR', 'I-CURR', 'I-CURR', 'I-OCC', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
### accommodation's reply,"['B-STAR', 'ENDPAD', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
sharing your moments during your stay at hotel ciputra semarang. we look,"['B-RNAME', 'I-RNAME', 'B-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-OCC', 'I-RNAME', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"forward to your next visit with a more pleasant experience. kind regards,","['B-RNAME', 'O', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'I-RNAME', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
![translated by google,"['B-STAR', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
...,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
...,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
279,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
279,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
check-in/check-out time,"['B-STAR', 'I-PR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
check-in:,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
check-out:,"['B-STAR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
in reference to the circular letter by the government regarding the spread,"['O', 'ENDPAD', 'I-CURR', 'I-OCC', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"control of covid-19, please ensure that you are aware of your booking's","['B-STAR', 'I-CURR', 'ENDPAD', 'I-CURR', 'I-RONAME', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
"refund, cancellation, and reschedule policy.","['B-STAR', 'ENDPAD', 'I-CURR', 'I-CURR', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD', 'ENDPAD']"
